occlusion,occlusion_time,ego start x,ego start y,ego target x,ego target y,ego target speed,bicycle start x,bicycle start y,bic target x,bic target y,bicycle speed,number of obstructions,obstruction x,obstruction y,areq_max,SPrET_min
0,0,-36.61195755004883,-28.19447898864746,54.370290067984705,-28.515991196344444,30.508566926004107,31.84684181213379,4.5426812171936035,-48.822648574267,-33.12558333378248,11.666924155047472,6,10.47159194946289,-30.54804229736328,0.7246762110014708,0.003602266144902444

0,0,-49.63672637939453,-28.981895446777344,53.83500491266076,-28.25604635079035,59.1440964054403,31.241207122802734,3.5871212482452393,-49.22236022053876,-33.83289482664854,24.14850866385599,2,18.992919921875,-34.834686279296875,2.0882011137674774,0.02179064952932208

0,0,-36.37596130371094,-28.737789154052734,51.11176038739964,-28.364922874236303,43.0341915468969,31.489233016967773,8.196905136108398,-46.39407503898555,-33.52674265081289,17.79079333266256,6,6.296123027801514,-31.435213088989258,0.6955843356887036,0.05879918523615579

1,1.800000000000001,-57.29697799682617,-28.475421905517578,51.847657406978335,-28.30415255217344,35.751853278900136,31.618167877197266,4.296971321105957,-46.57665317765031,-33.208961632515866,18.68518289891279,3,15.209784507751465,-29.591243743896484,3.9909216847694813,1.3183112840367102

0,0,-33.10947036743164,-28.98297691345215,54.6719744570767,-28.1997417168429,39.095745967640696,31.34088706970215,7.873610973358154,-46.97089219284224,-33.3163999356659,13.228967776935388,2,15.69825267791748,-32.64226150512695,0.5987062715863698,0.026218534461374787

1,3.099999999999997,-56.803466796875,-28.75303077697754,53.172421793600506,-28.613209106322632,50.18943706288208,31.737768173217773,3.6513402462005615,-46.044590613008765,-33.24788781805382,22.288248358742667,6,14.0537748336792,-28.905288696289062,10.81429280040398,1.4023978383792546e-05

1,1.3000000000000005,-46.6024284362793,-28.125722885131836,51.73568569128919,-28.810198843172532,55.943958823396,31.1002254486084,12.21094799041748,-46.20811443891078,-33.97514780326177,22.12897730460564,2,2.3789000511169434,-27.036165237426758,4.747965954111241,0.03837520436247388

1,1.3000000000000005,-46.470603942871094,-28.250978469848633,53.566508790708525,-28.03524746390851,25.294472020931156,31.62740707397461,11.884997367858887,-47.65070950267895,-33.593031612120676,13.784478411972184,1,14.37922191619873,-27.794048309326172,2.5878546343694833,0.0016035707439030489

1,3.1999999999999966,-55.21689987182617,-28.43031883239746,53.12862709824448,-28.259130024624692,56.06998110250868,31.760618209838867,8.674975395202637,-47.67745773324744,-33.43160086570832,17.91149178854067,6,9.548861503601074,-28.08433723449707,2.7161500791979503,0.057630284159990275

0,0,-38.730079650878906,-28.524080276489258,53.746571167837836,-28.476687488129613,37.957390871833695,31.77324104309082,8.692326545715332,-46.14332541549334,-33.593490417977314,17.83843508248998,1,5.5894575119018555,-30.992895126342773,1.591121553317861,0.012078844395555066

0,0,-39.945884704589844,-28.58694839477539,51.76669916463538,-28.342308511164784,25.48499835081108,31.25307846069336,12.543767929077148,-46.55703102012855,-33.65095200512828,11.439993331137131,4,17.546812057495117,-31.207204818725586,0.35086466058135246,0.08886743218451443

1,2.000000000000001,-40.20163345336914,-28.48833465576172,53.040411391099056,-28.321915230241178,29.885438667800404,31.963285446166992,6.708488464355469,-45.88609762800729,-33.32845913981992,23.005041086846994,3,9.287521362304688,-28.430322647094727,1.9820175123608952,6.481485468867731e-05

1,3.049999999999997,-47.356048583984375,-28.232601165771484,52.77862485957538,-28.731994499305394,46.53522731746811,31.612960815429688,4.264056205749512,-47.50008362535581,-33.422334548374344,17.68135550956042,5,2.629948377609253,-28.92748260498047,2.567642404979281,0.0012493053597246728

0,0,-35.730472564697266,-28.708791732788086,54.00554793655965,-28.459302686939473,38.68206171282425,31.803144454956055,3.4273808002471924,-48.39722604897457,-33.89377752248966,10.26586072698002,0,7.281306743621826,-33.506675720214844,0.3379511308158149,0.1822018771835161

1,2.000000000000001,-57.03667068481445,-28.955202102661133,51.567459289800944,-28.089369030502745,28.019542112537774,31.982135772705078,11.698966026306152,-49.661723836700325,-33.22297253504852,24.794352925920066,2,15.788771629333496,-25.813322067260742,7.346847849397618,0.07399717221016289

0,0,-40.44795227050781,-28.79608917236328,54.13522094226384,-28.68181774571113,53.11163907231046,31.07649040222168,12.299448013305664,-45.64801838423895,-33.30546165072414,13.97440192908849,1,17.323057174682617,-31.289493560791016,0.529666871399854,0.030377049621264973

1,4.94999999999999,-41.38605880737305,-28.670812606811523,50.83002311076717,-28.965738778578345,43.625649407495715,31.780363082885742,4.923955917358398,-46.286709978372826,-33.03980167598018,19.60815436096816,7,16.106475830078125,-26.237789154052734,4.538035066391715,0.12632246007814052

1,1.3500000000000005,-56.39237594604492,-28.429929733276367,53.971213570903714,-28.545973958561337,48.595497942481956,31.473379135131836,9.92514705657959,-49.625736439657516,-33.52353647810519,10.196539751417713,3,19.621965408325195,-27.11372947692871,0.2699798919520808,0.5478045176164699

1,2.5999999999999988,-47.65180206298828,-28.85356330871582,54.2706955150735,-28.092724155096803,34.639728522506964,31.37057113647461,5.316953659057617,-47.495267312837136,-33.41927918295435,22.961085277189056,5,14.466655731201172,-29.592178344726562,5.7335566925538775,0.013608295283404459

1,3.4499999999999957,-55.791099548339844,-28.680944442749023,51.588004814081906,-28.574803365034686,29.015561116914547,31.036006927490234,11.329730033874512,-46.09020914302997,-33.43180028398923,19.287345433595874,4,5.235837936401367,-26.397296905517578,1.6388559317762286,0.0072543923800232335

1,1.0500000000000003,-37.6209716796875,-28.704727172851562,51.8590823865817,-28.54656038881768,56.526077898899686,31.33083724975586,3.238068103790283,-45.55058065990386,-33.09147890994686,13.53108656867358,2,7.666316509246826,-29.878999710083008,1.9790988977037096,0.007101808990896075

0,0,-36.39337158203125,-28.65969467163086,53.2700570879508,-28.17460547152539,32.63721905993942,31.170175552368164,11.628445625305176,-45.754007500945384,-33.918495355613345,18.735418433772647,0,7.34435510635376,-25.967058181762695,1.2913774499555082,0.022427982122721346

0,0,-56.687320709228516,-28.700870513916016,50.76585461828367,-28.509399011415525,40.73761123332158,31.688549041748047,11.869131088256836,-48.254926452811304,-33.259472009396696,17.939063288698648,0,7.105616092681885,-30.82723045349121,2.034503724204261,0.0056130130744662665

1,2.3,-35.685096740722656,-28.134748458862305,50.327379357763206,-28.684329763272984,49.838222941857495,31.02694320678711,9.987449645996094,-46.096673383377,-33.435770946127285,11.425442705963931,4,7.447499752044678,-27.215038299560547,0,35.01181922990731

0,0,-50.57809829711914,-28.60096549987793,51.80469203521253,-28.862595255566337,30.16746090319602,31.256954193115234,4.487353324890137,-45.889466708823264,-33.41499331328197,22.884031963267404,2,4.41023063659668,-30.434940338134766,1.0318597762055512,0.01912117747875186

0,0,-44.88704299926758,-28.220577239990234,53.57726855398677,-28.01143762841595,47.48774313640071,31.803525924682617,7.094805717468262,-45.67458326152189,-33.739863298910144,10.127254510254948,2,3.9094066619873047,-32.039058685302734,0,29.354527156225824

0,0,-47.8742561340332,-28.94971466064453,54.97355410869865,-28.163252700165415,35.60601581540274,31.18916893005371,14.095927238464355,-46.14849611914551,-33.95600723136349,15.531223285536159,5,4.680403709411621,-30.348072052001953,1.0145086073780176,0.015233734879714689

0,0,-35.1358757019043,-28.397476196289062,53.759311043786646,-28.954024566297868,44.17041294103244,31.978221893310547,8.308475494384766,-49.0655687683771,-33.02697040366173,20.488936848944107,5,8.425379753112793,-33.20732879638672,2.107454457756806,0.0032434824320084488

0,0,-39.67947769165039,-28.302913665771484,52.86137489208319,-28.215199528003293,32.4513367630269,31.749248504638672,4.2913970947265625,-45.24971026645829,-33.33993259695449,21.1902431801487,4,13.401290893554688,-32.48414611816406,1.2347136773926974,0.07429684904166933

0,0,-46.84998321533203,-28.187477111816406,50.721261606861816,-28.289658741799744,28.471476976800997,31.63106918334961,4.289691925048828,-47.37537647826829,-33.88524005734205,22.69375282908215,6,6.847413539886475,-30.684062957763672,0.9397294296072384,0.013613243314210877

0,0,-49.69462585449219,-28.739839553833008,51.20685485852347,-28.375085788047766,54.77015562412541,31.102216720581055,8.710652351379395,-47.42612368615476,-33.84044266274288,21.979043785438513,4,7.531224250793457,-32.913639068603516,1.3322137363241788,0.00872436849424929

0,0,-39.374664306640625,-28.74004364013672,51.99484061854235,-28.95771806916794,32.49233862542139,31.13653564453125,11.867819786071777,-47.56170104844175,-33.38128012352646,19.573702968068268,1,3.850163221359253,-32.6741828918457,1.3688991329517044,0.018805600296586178

0,0,-41.098690032958984,-28.368101119995117,52.17073283429167,-28.549124578521344,30.828777346582243,31.681255340576172,3.619469404220581,-46.27576012538173,-33.04383452680547,20.06107524887934,1,2.409998893737793,-31.33213233947754,1.151458619381257,0.010548959078695574

0,0,-49.51897430419922,-28.088815689086914,54.79978124162975,-28.150814836674623,42.62236750376701,31.069168090820312,7.526795864105225,-47.6085658385496,-33.29486622165043,11.550547646284846,1,6.350777626037598,-34.97705078125,0.6815337988677749,0.013279624985992555

0,0,-50.04771041870117,-28.89615821838379,53.641390651206834,-28.768276414787984,38.97550482344023,31.522668838500977,4.528594970703125,-46.59040361319564,-33.08570593197443,18.80441905175291,4,11.771553039550781,-30.0548038482666,1.6368906735470239,0.013807720824797087

0,0,-39.545841217041016,-28.304719924926758,50.49677822123591,-28.71631084429346,35.97217667737208,31.978599548339844,11.777217864990234,-46.97703266686277,-33.15484156241965,12.233435786597088,4,19.46721649169922,-33.002689361572266,0,14.774993986078055

0,0,-44.41507339477539,-28.91303062438965,50.20382039434024,-28.15482455761963,31.344986196414713,31.780010223388672,13.735570907592773,-47.19180801125218,-33.21523460729377,16.604399179371217,6,6.722046375274658,-32.26211166381836,1.1111431550493724,0.0007155441008865893

0,0,-36.02401351928711,-28.236740112304688,53.27987744169403,-28.002270124648042,56.07801289245608,31.472021102905273,9.380294799804688,-45.815866123075956,-33.76150863156356,22.57914458458096,0,9.029749870300293,-26.98836326599121,0.6545561124376001,0.07132863256806665

0,0,-47.02951431274414,-28.001304626464844,53.428930878367815,-28.72891823053625,52.32000351140212,31.944805145263672,11.42117977142334,-48.157840302512994,-33.454143666523244,19.615567695493155,1,19.198652267456055,-32.30507278442383,0.9428455632134922,0.07659892948100122

0,0,-45.26991653442383,-28.13430404663086,51.5475188610991,-28.949609590422963,48.28539222736177,31.015541076660156,10.706792831420898,-49.12641540755845,-33.21454215738872,15.370896957002696,1,17.677305221557617,-33.785987854003906,0.8330976441108406,0.001657221486201621

1,1.0500000000000003,-54.716590881347656,-28.208723068237305,53.04024645097006,-28.255241258874136,36.03429612528889,31.130319595336914,10.05878734588623,-47.35620210971068,-33.97649742879569,15.52327085595449,1,17.980066299438477,-26.92043113708496,13.253397473930397,0.0019665512022299936

1,6.999999999999983,-53.62748718261719,-28.189979553222656,52.06972352356999,-28.295590634682014,25.154561301325373,31.8631534576416,12.881274223327637,-48.36932575511717,-33.713938945140924,12.098117632711372,7,5.4248785972595215,-29.387537002563477,1.2137019749131557,0.011064529765226538

0,0,-37.07779312133789,-28.193567276000977,51.018476965439156,-28.149367661307537,55.26191811779323,31.014102935791016,6.85567045211792,-47.72859076216257,-33.05741452370762,15.995105768525391,0,13.846430778503418,-31.913360595703125,1.4695194061382384,0.0310707800445158

0,0,-48.10542678833008,-28.770845413208008,51.853386995306785,-28.98634852531358,54.2158654136709,31.62506103515625,5.821081161499023,-47.82947159467903,-33.209764526839194,23.725367843115016,4,10.316981315612793,-32.880794525146484,2.8583864174158897,0.005389620852838561

1,2.9999999999999973,-54.38835525512695,-28.928680419921875,51.94863768979829,-28.160901647104005,57.85106069109338,31.085895538330078,4.407695293426514,-45.14620262213687,-33.6924424958209,18.36524156944506,5,5.668564319610596,-27.439762115478516,5.982151833315185,0.004700089154070053

1,2.3499999999999996,-40.946006774902344,-28.024127960205078,52.24029242145384,-28.75881388695032,49.15858787998411,31.515491485595703,5.361892223358154,-47.132337400349854,-33.02375627207988,15.712084376612367,4,10.338086128234863,-27.92994499206543,5.246580178883577,0.021514481524802065

0,0,-43.956485748291016,-28.206226348876953,51.148622370838204,-28.409826246034825,26.79896148715217,31.83352279663086,11.635542869567871,-49.83870420019643,-33.49382064484267,11.032785474074851,1,13.17544174194336,-30.59404945373535,0.37120886736566694,0.046560550351713914

0,0,-34.991676330566406,-28.289932250976562,51.7123069919124,-28.61370034792371,46.24508810838326,31.9434757232666,6.683347225189209,-47.359302561194326,-33.35848042456868,14.14193060260888,3,8.430583000183105,-33.124080657958984,0.6703381149492815,0.02255681333747006

1,2.2,-53.316184997558594,-28.495574951171875,50.56744372184685,-28.18794828835357,30.295918638208914,31.179296493530273,10.295564651489258,-49.6453712807426,-33.374292755427405,18.92189644027617,3,13.122635841369629,-28.94867706298828,3.1811593819977517,0.0026541467547218645

0,0,-42.10201644897461,-28.75035285949707,51.88428818714609,-28.624522842581253,51.48710049899215,31.434572219848633,8.59434700012207,-49.51849095751367,-33.01181962877648,10.744143826898405,6,14.343299865722656,-30.054828643798828,0,13.053582140511878

0,0,-44.8912239074707,-28.67092514038086,52.358485898984206,-28.87009479191338,49.33764328838823,31.503141403198242,14.751825332641602,-47.50085091251144,-33.462349906467736,17.097928102538113,5,13.156266212463379,-32.761234283447266,0.25379623199518697,0.37011861299542304

0,0,-54.21080017089844,-28.283588409423828,50.45104829072565,-28.4114244853908,45.13143770812444,31.167619705200195,10.1109619140625,-47.93078371321869,-33.25460854926171,23.253991190700823,4,2.7981958389282227,-30.75429916381836,1.3932452561212225,0.0035352647719051333

0,0,-33.48154830932617,-28.199710845947266,54.456439201820174,-28.991764863499796,44.79612093548728,31.97772979736328,13.730278015136719,-46.24466784703624,-33.54139058652118,17.649585294726677,1,13.0529146194458,-32.570526123046875,0,15.760998554625168

1,2.499999999999999,-44.34368896484375,-28.581432342529297,50.67247121640787,-28.40524922312373,51.66556814107139,31.607860565185547,4.6604790687561035,-48.833388027687654,-33.469796091057695,16.686329346583207,4,12.797572135925293,-25.455089569091797,5.069150396410223,0.006872852917426009

0,0,-52.949432373046875,-28.61332893371582,53.42434483847143,-28.325927935879115,56.26307237201495,31.038227081298828,5.502321720123291,-47.66001775898703,-33.84595994889478,14.286682819456628,4,15.600207328796387,-33.84587478637695,2.291757352337737,0.006248520739596586

1,1.3000000000000005,-48.534759521484375,-28.075775146484375,52.28656587166168,-28.902969292021528,40.369079564669136,31.531333923339844,4.588953018188477,-49.542594477905325,-33.46608256850644,23.632296120393494,3,10.786482810974121,-27.169803619384766,5.812408817402902,0.047952958400436785

1,2.1500000000000004,-52.86811447143555,-28.729103088378906,54.957709137180075,-28.277964153560436,47.96065872970234,31.22942352294922,12.39692497253418,-49.017413822888436,-33.50706039414048,19.135314827367793,4,2.1678500175476074,-27.454570770263672,3.5645091110075735,0.02205927355722892

1,0.5499999999999999,-53.67451477050781,-28.04940414428711,51.66633024595325,-28.192854865712142,56.02236648876031,31.02090835571289,14.825265884399414,-47.434878380571774,-33.07503181911339,16.361890997614573,1,13.592862129211426,-27.273391723632812,1.469316406717785,0.09860575114211656

0,0,-40.8888053894043,-28.48041343688965,53.74444960520382,-28.56536201058488,48.27116327942111,31.271726608276367,9.968953132629395,-49.06165033835219,-33.15750888835926,19.702630407817836,5,17.700353622436523,-34.58292007446289,0.755111675932349,0.06905245914761338

0,0,-48.63399124145508,-28.69490623474121,51.061202230462015,-28.43654514957785,52.55965428453784,31.33281898498535,6.627368450164795,-49.78958071951707,-33.50989729285083,14.912659384720587,7,4.753863334655762,-31.18755340576172,1.3628119074038718,0.001968019307147628

1,1.4000000000000006,-47.033851623535156,-28.057100296020508,51.53143081401309,-28.501681763965127,47.768616765121564,31.76598358154297,11.835114479064941,-46.87334135127296,-33.63366017134439,21.156107835499363,3,7.1410980224609375,-25.50167465209961,0.5854338979357446,0.07792990420959356

0,0,-42.03601837158203,-28.78721046447754,50.93184810073803,-28.519620913434487,56.12830138988478,31.914505004882812,7.698488235473633,-47.210461938649686,-33.80461454534619,17.03515495432481,1,2.16764760017395,-30.907569885253906,1.9684392628833312,0.0037501322008033355

1,0.39999999999999997,-37.48158264160156,-28.12516975402832,53.38745906333804,-28.531655105969786,51.50005651872755,31.674457550048828,3.662170886993408,-47.780503227896354,-33.247478846406885,15.213865355287357,1,14.276050567626953,-29.17097282409668,6.355485443301913,0.0026270255104545726

1,2.25,-49.6731071472168,-28.868316650390625,50.61832208302591,-28.67567617284102,37.6296506175834,31.371278762817383,10.028816223144531,-45.577045596874285,-33.672932474423256,18.660035065574252,3,5.110253810882568,-26.05116081237793,2.8403664703309417,0.004280149712478476

0,0,-49.037044525146484,-28.02347755432129,50.3638650676196,-28.984653241397186,39.12013625659687,31.556652069091797,8.622335433959961,-47.655107176996296,-33.6647845560957,13.431007604385693,3,8.321185111999512,-33.379451751708984,0.8714267640069676,0.0018230819206177529

1,2.499999999999999,-55.28896713256836,-28.783416748046875,54.48026279501265,-28.607947012417256,41.22994089679157,31.293426513671875,13.942983627319336,-47.496187622131366,-33.46189320767031,18.464455464594423,4,19.684703826904297,-29.36775016784668,12.295455826324208,0.19828059161650735

0,0,-54.07552719116211,-28.732364654541016,54.848198994933554,-28.6232649344266,31.73462030871415,31.53359031677246,10.298874855041504,-49.534490104697966,-33.834308457741045,19.753568522615073,4,6.750713348388672,-33.79220199584961,1.2265741583568797,0.0011934122109735767

0,0,-34.29985809326172,-28.02833366394043,51.58138718851723,-28.00698170775591,57.94467316717848,31.99612045288086,10.41490364074707,-45.51798550332758,-33.46226456486134,22.936529559748863,3,6.490675449371338,-34.20336151123047,0.5436621061661526,0.0037755974136217674

1,2.2,-51.93552017211914,-28.78370475769043,52.443763509974914,-28.227953829942663,33.022854752181274,31.623729705810547,13.948151588439941,-48.59423944195788,-33.89359575000629,11.061186179017742,3,11.575242042541504,-25.537521362304688,0,18.606597981471644

1,0.6,-38.75587463378906,-28.20737648010254,53.47826291149569,-28.241941006080197,45.263744390687805,31.83833885192871,14.408243179321289,-49.73482136969774,-33.095187172494576,13.16401986747753,1,17.16550064086914,-29.27147674560547,0,27.990343371833386

0,0,-35.413909912109375,-28.369354248046875,51.08398424360552,-28.31385610662933,56.824391043573954,31.530725479125977,5.894501209259033,-48.18384036148122,-33.712002365967145,19.56282871738707,4,4.784458637237549,-33.18268585205078,0.888583304000149,0.013231245737324926

0,0,-53.3516845703125,-28.424922943115234,50.26894579399941,-28.15124991129962,54.192594440642075,31.506824493408203,12.174607276916504,-49.90287954581349,-33.369931485775794,10.838478348994942,4,5.052867412567139,-30.200946807861328,0,37.26585679744809

0,0,-48.85662841796875,-28.059335708618164,53.9398417076044,-28.360616572454823,41.43963458762829,31.71277618408203,5.299785614013672,-47.147947462532066,-33.670941882979854,18.629056532157236,2,2.6551740169525146,-33.9615364074707,1.9501233082613463,0.04369951447621645

0,0,-45.169395446777344,-28.86131477355957,52.52695066009569,-28.29164811393224,33.2678217985345,31.51726722717285,11.700827598571777,-47.76186577162377,-33.2599396416985,16.951901574415075,7,17.377437591552734,-33.02810287475586,0.9362300745694803,0.004216320519450534

1,4.599999999999992,-41.54893112182617,-28.04692840576172,54.04052897481998,-28.9676481616659,47.94852974456528,31.342247009277344,6.1051130294799805,-48.413532501223735,-33.49724038915928,20.424656086630144,7,14.67609691619873,-25.8129825592041,24.575941944458854,0.01758076117302476

1,2.3999999999999995,-55.226318359375,-28.10902976989746,51.290080105042406,-28.353942142974773,39.85378359294068,31.922866821289062,14.936148643493652,-45.52009683961777,-33.37597210936909,23.033535327985465,4,6.343788146972656,-29.210468292236328,1.0832150884339435,0.005385889624273332

0,0,-49.21848678588867,-28.090404510498047,51.455263762073464,-28.342265557414585,50.541349542275505,31.73882484436035,4.889925003051758,-46.558674155904505,-33.75559168483039,22.714719399443965,6,18.682510375976562,-34.54298400878906,2.809327433886128,0.11368863604700508

1,2.3499999999999996,-41.23521423339844,-28.676454544067383,51.425253124849775,-28.40967198067355,55.80939116005958,31.47028350830078,5.297337055206299,-45.70802590559942,-33.13762650659396,19.045928398174542,4,4.540358543395996,-29.833782196044922,4.517505720223132,0.000758336321781794

0,0,-44.47437286376953,-28.047319412231445,52.77174419715577,-28.85272711007919,36.96454879773073,31.169544219970703,11.469924926757812,-49.15320164467321,-33.49439156321028,15.860570364769854,6,6.795849800109863,-31.480581283569336,1.1277939950143387,0.022064449729700897

1,2.3999999999999995,-55.87078094482422,-28.485939025878906,51.0919511973049,-28.195788819256183,30.464401101378115,31.15098762512207,13.440446853637695,-46.13197640599838,-33.276338741714355,15.91826012402621,3,16.157499313354492,-27.10635757446289,4.718781530394446,0.037088023345204224

1,1.7500000000000009,-45.08971405029297,-28.45405387878418,51.54398451581501,-28.125702151759405,52.65552625658577,31.588212966918945,13.821415901184082,-46.37561653555164,-33.50004508495116,18.66122238423958,3,4.226686954498291,-29.352319717407227,1.963010029980063,0.00254475708699875

1,2.9499999999999975,-57.66433334350586,-28.911428451538086,54.99735211509132,-28.06110167350405,56.121666508592824,31.880435943603516,12.410101890563965,-48.69917494917936,-33.96262228568937,15.062429416835581,5,3.4757394790649414,-25.27704429626465,1.6048063897667586,0.008896078376965377

1,3.349999999999996,-35.825439453125,-28.08797264099121,54.371756299528904,-28.246502812186037,36.01588050455935,31.25337028503418,6.809515953063965,-46.56297935357818,-33.20433605154572,12.578310989059872,5,17.477922439575195,-26.336048126220703,0.5638390210618281,0.03553238706060036

1,2.849999999999998,-56.91836166381836,-28.591588973999023,50.109579770091194,-28.6152129687974,30.806951183501532,31.136680603027344,10.767757415771484,-48.03424105021728,-33.69810186565938,14.302660755001822,4,8.717406272888184,-29.315216064453125,2.2876998967382596,0.001753636464012942

0,0,-52.344635009765625,-28.120267868041992,54.74742829728481,-28.851755921293844,32.966490101526446,31.438552856445312,3.4129326343536377,-46.79428961238322,-33.809417341861874,16.67060922037461,3,2.968010902404785,-31.157033920288086,1.26690984514289,0.014248883896915032

1,1.7500000000000009,-50.91807556152344,-28.52212905883789,54.698279894689236,-28.156610026473285,37.049961218295174,31.00409698486328,6.578322887420654,-45.45177061275992,-33.433447418935295,23.302300567818474,3,17.00101089477539,-25.418577194213867,8.260834942318972,0.007974345986369258

1,1.800000000000001,-51.74703598022461,-28.13159942626953,54.96889076883801,-28.233593828406807,54.97549855644676,31.74945640563965,11.310409545898438,-47.22326949307163,-33.07492322641351,24.917103251031776,4,7.107846736907959,-28.704883575439453,6.083434685122923,0.0021709150626727514

1,1.3500000000000005,-44.219303131103516,-28.097576141357422,50.38021164004739,-28.211280668465246,54.76683205934643,31.993316650390625,7.563897609710693,-47.00571661218399,-33.75232511895407,11.521532698348649,3,19.692853927612305,-29.346355438232422,0.3361690016299923,0.0018701114650809814

0,0,-54.24671173095703,-28.213441848754883,52.91795943752986,-28.96785759933375,35.74246541342869,31.773717880249023,8.179665565490723,-49.103137118072695,-33.88468853909768,10.17070205895446,2,13.180438041687012,-33.59346008300781,0,13.07933739744419

0,0,-43.68710708618164,-28.761985778808594,52.57611524946317,-28.674624233140197,39.73949272201832,31.374881744384766,9.646005630493164,-45.5932571417798,-33.78183222895941,19.040600461667278,2,12.793274879455566,-32.4692268371582,0.9824657965640468,0.041467501029694986

0,0,-39.728302001953125,-28.169403076171875,50.74736364815404,-28.488893713042135,43.94788750677613,31.714916229248047,5.721529483795166,-49.8061104383337,-33.317707785740325,21.341836835105873,0,17.174062728881836,-27.576940536499023,2.463984104476523,0.007319409050859704

1,0.9500000000000003,-33.1107292175293,-28.92331886291504,53.269768916178045,-28.11107639009325,42.701732091405816,31.338581085205078,14.563714981079102,-46.15483966934522,-33.0195905483768,24.91286964025233,1,18.5474910736084,-27.352550506591797,10.715305228754998,0.002502808111720878

0,0,-56.24417495727539,-28.239225387573242,50.531703751159284,-28.31806883584875,48.20467570380275,31.89419174194336,5.355906009674072,-47.102169617613534,-33.88106794079603,21.859885225867647,4,15.404668807983398,-34.48936462402344,2.226182677161984,0.014835697679908222

1,1.2500000000000004,-33.234657287597656,-28.938127517700195,54.78503772732983,-28.782733165656396,32.29646049805064,31.36359405517578,4.848702907562256,-45.27220758152909,-33.27360049922824,22.109410611015665,1,16.580263137817383,-26.088237762451172,6.0614558061175074,0.01928594979234921

0,0,-49.26963424682617,-28.921100616455078,53.00906144682791,-28.147382711642827,33.33997493682295,31.539260864257812,12.895427703857422,-45.40709400114399,-33.8293329414333,11.234854175789096,0,19.777114868164062,-34.303627014160156,0,16.77457911151578

